Entity,Code,Year,Death rate in ongoing conflicts in a country (best estimate) - Conflict type: all,"Homicide rate per 100,000 population - Both sexes - All ages",terr_contr_vdem_owid,terr_contr_vdem_high_owid,terr_contr_vdem_low_owid
Afghanistan,AFG,2009,23.691534,4.0715265,64.583,69.746,59.42
Afghanistan,AFG,2010,25.367447,3.4870927,64.5,69.597,58.903
Afghanistan,AFG,2011,25.846899,4.208668,64.167,69.242,59.091
Afghanistan,AFG,2012,25.450918,6.393913,65.583,70.818,60.016
Afghanistan,AFG,2015,53.108566,9.975262,59.091,64.584,53.416
Afghanistan,AFG,2016,53.914673,6.6924186,56.222,62.212,50.455
Afghanistan,AFG,2017,55.384697,6.8006945,53.444,59.283,47.606
Afghanistan,AFG,2018,73.11079,6.7435727,55.143,61.567,47.862
Afghanistan,AFG,2019,80.469696,7.180397,52.667,59.361,45.973
Afghanistan,AFG,2020,53.391857,6.594439,43.667,48.71,38.623
Afghanistan,AFG,2021,90.69948,4.0224977,91.877,95.651,88.103
Albania,ALB,1992,0.0,3.9349356,89.0,95.056,82.944
Albania,ALB,1993,0.0,5.786633,89.0,95.056,82.944
Albania,ALB,1994,0.0,3.400123,89.0,95.056,82.944
Albania,ALB,1995,0.0,7.8858495,89.0,95.056,82.944
Albania,ALB,1996,0.0,8.314658,89.0,95.056,82.944
Albania,ALB,1997,0.0,40.999237,70.0,86.768,53.232
Albania,ALB,1998,0.0,20.419683,91.5,98.239,84.761
Albania,ALB,1999,0.6857289,16.582197,94.75,98.637,90.863
Albania,ALB,2000,0.0,4.116881,94.75,98.637,90.863
Albania,ALB,2001,0.0,6.9761276,94.75,98.637,90.863
Albania,ALB,2002,0.0,6.9152064,94.75,98.637,90.863
Albania,ALB,2003,0.0,5.3669734,98.0,99.106,96.894
Albania,ALB,2004,0.0,4.27738,98.0,99.106,96.894
Albania,ALB,2005,0.0,5.078094,98.0,99.106,96.894
Albania,ALB,2006,0.0,3.1630955,98.0,99.106,96.894
Albania,ALB,2007,0.0,3.5281267,98.0,99.106,96.894
Albania,ALB,2008,0.0,3.1507385,98.0,99.106,96.894
Albania,ALB,2009,0.0,2.900488,98.0,99.106,96.894
Albania,ALB,2010,0.0,4.0845757,98.0,99.106,96.894
Albania,ALB,2011,0.0,4.8954477,98.0,99.106,96.894
Albania,ALB,2012,0.0,5.4284067,98.0,99.106,96.894
Albania,ALB,2013,0.0,4.2950954,97.0,98.941,95.059
Albania,ALB,2014,0.0,4.64616,97.0,98.941,95.059
Albania,ALB,2015,0.0,2.22031,97.0,98.941,95.059
Albania,ALB,2016,0.0,2.7420435,97.0,98.941,95.059
Albania,ALB,2017,0.0,2.01434,95.143,98.658,91.627
Albania,ALB,2018,0.0,2.294046,95.857,99.21,92.505
Albania,ALB,2019,0.0,2.2617478,96.667,99.564,93.77
Albania,ALB,2020,0.0,2.127772,95.667,99.432,91.902
Albania,ALB,2021,0.0,2.3119686,93.2,98.234,88.166
Algeria,DZA,2006,0.87333417,0.93315166,88.607,94.769,80.517
Algeria,DZA,2007,1.5625075,0.79743814,88.607,94.769,80.517
Algeria,DZA,2008,0.9979869,0.94881076,88.607,94.769,80.517
Algeria,DZA,2009,1.5456284,0.78702044,88.607,94.769,80.517
Algeria,DZA,2010,0.6581819,0.7083823,88.607,94.769,80.517
Algeria,DZA,2011,0.71421635,0.76620924,88.607,94.769,80.517
Algeria,DZA,2012,0.692421,1.4036288,91.0,97.25,83.75
Algeria,DZA,2013,0.59472704,1.2631371,95.3,97.25,93.35
Algeria,DZA,2014,0.2760566,1.4886416,95.3,97.25,93.35
Algeria,DZA,2015,0.32369703,1.38077,95.3,97.25,93.35
Algeria,DZA,2016,0.21071248,1.343602,95.889,97.654,94.123
Algeria,DZA,2017,0.23823097,1.2738065,95.375,97.124,93.376
Algeria,DZA,2018,0.10732938,1.3547354,96.75,98.245,95.255
Algeria,DZA,2019,0.0,1.2153039,96.833,98.406,95.261
Algeria,DZA,2020,0.06904223,1.5051206,97.333,98.923,95.744
Algeria,DZA,2021,0.029426435,1.5731823,97.0,98.749,95.251
Angola,AGO,2011,0.0,4.3488812,90.5,94.109,86.891
Angola,AGO,2012,0.0,4.8316097,90.5,94.109,86.891
Angola,AGO,2015,0.0,4.4582353,92.5,96.098,88.569
Angola,AGO,2016,0.0788894,4.102248,92.5,96.098,88.569
Argentina,ARG,2001,0.0,8.348343,97.462,98.387,96.382
Argentina,ARG,2002,0.0,9.423247,97.462,98.387,96.382
Argentina,ARG,2003,0.0,7.7511554,97.462,98.387,96.382
Argentina,ARG,2004,0.0,6.046219,97.462,98.387,96.382
Argentina,ARG,2005,0.0,5.6257277,97.462,98.387,96.382
Argentina,ARG,2006,0.0,5.347438,97.462,98.387,96.382
Argentina,ARG,2007,0.0,5.364114,97.462,98.387,96.382
Argentina,ARG,2008,0.0,5.8872066,97.462,98.387,96.382
Argentina,ARG,2009,0.0,6.4938993,97.462,98.387,96.382
Argentina,ARG,2010,0.0,5.8004694,97.462,98.387,96.382
Argentina,ARG,2011,0.0,6.0475802,97.462,98.387,96.382
Argentina,ARG,2012,0.0,6.3119206,97.462,98.387,96.382
Argentina,ARG,2013,0.0,7.247288,97.462,98.387,96.382
Argentina,ARG,2014,0.0,7.53782,97.462,98.387,96.382
Argentina,ARG,2015,0.0,6.558466,97.462,98.387,96.382
Argentina,ARG,2016,0.0,6.011234,97.462,98.387,96.382
Argentina,ARG,2017,0.0,5.259381,96.909,98.06,95.758
Argentina,ARG,2018,0.0,5.367726,96.667,98.0,95.334
Argentina,ARG,2019,0.0,5.155823,97.5,99.042,95.958
Argentina,ARG,2020,0.0,5.3668137,99.167,99.933,98.401
Argentina,ARG,2021,0.0,4.6226788,98.8,99.882,97.718
Armenia,ARM,1991,0.33170813,5.141486,95.677,99.607,91.747
Armenia,ARM,1992,3.3570585,8.53253,100.0,100.0,100.0
Armenia,ARM,1993,1.2726532,7.7516026,100.0,100.0,100.0
Armenia,ARM,1994,0.88922745,4.653626,100.0,100.0,100.0
Armenia,ARM,1995,0.0,3.49105,100.0,100.0,100.0
Armenia,ARM,1996,0.0,3.4557,100.0,100.0,100.0
Armenia,ARM,1997,0.0,3.0567784,100.0,100.0,100.0
Armenia,ARM,1998,0.0,2.8698833,100.0,100.0,100.0
Armenia,ARM,1999,0.0,2.8072107,100.0,100.0,100.0
Armenia,ARM,2000,0.0,2.8720002,100.0,100.0,100.0
Armenia,ARM,2001,0.0,2.8086898,100.0,100.0,100.0
Armenia,ARM,2002,0.0,2.2221954,100.0,100.0,100.0
Armenia,ARM,2004,0.0,2.7073355,100.0,100.0,100.0
Armenia,ARM,2005,0.065632865,1.903358,100.0,100.0,100.0
Armenia,ARM,2006,0.0,2.6102874,100.0,100.0,100.0
Armenia,ARM,2007,0.0,2.5629137,100.0,100.0,100.0
Armenia,ARM,2008,0.0,3.2513018,100.0,100.0,100.0
Armenia,ARM,2009,0.0,3.2722774,100.0,100.0,100.0
Armenia,ARM,2010,0.0,1.9006935,100.0,100.0,100.0
Armenia,ARM,2011,0.0,2.4240553,100.0,100.0,100.0
Armenia,ARM,2012,0.30880845,2.2302885,100.0,100.0,100.0
Armenia,ARM,2013,0.0,2.1713772,100.0,100.0,100.0
Armenia,ARM,2014,0.10380849,2.4914103,100.0,100.0,100.0
Armenia,ARM,2015,0.3126522,2.6054382,100.0,100.0,100.0
Armenia,ARM,2016,0.17446886,3.0357645,100.0,100.0,100.0
Armenia,ARM,2017,0.0,2.4544842,100.0,100.0,100.0
Armenia,ARM,2018,0.0,1.7627003,100.0,100.0,100.0
Armenia,ARM,2019,0.0,2.5881004,100.0,100.0,100.0
Armenia,ARM,2020,0.42771447,1.8534304,97.857,99.059,96.37
Armenia,ARM,2021,0.35829824,2.1856172,96.429,97.623,95.234
Australia,AUS,1990,0.0,2.1938055,99.154,99.544,98.61
Australia,AUS,1991,0.0,1.9686081,99.154,99.544,98.61
Australia,AUS,1992,0.0,1.7236933,99.154,99.544,98.61
Australia,AUS,1993,0.0,1.888664,99.154,99.544,98.61
Australia,AUS,1994,0.0,1.7971971,99.154,99.544,98.61
Australia,AUS,1995,0.0,1.9774483,99.154,99.544,98.61
Australia,AUS,1996,0.0,1.9437898,99.154,99.544,98.61
Australia,AUS,1997,0.0,1.9771594,99.154,99.544,98.61
Australia,AUS,1998,0.0,1.795538,99.154,99.544,98.61
Australia,AUS,1999,0.0,2.0477753,99.154,99.544,98.61
Australia,AUS,2000,0.0,1.9034636,99.154,99.544,98.61
Australia,AUS,2001,0.0,1.8027713,99.154,99.544,98.61
Australia,AUS,2002,0.0,1.879251,99.154,99.544,98.61
Australia,AUS,2003,0.0,1.5330728,99.154,99.544,98.61
Australia,AUS,2004,0.0,1.319946,99.154,99.544,98.61
Australia,AUS,2005,0.0,1.2839751,99.154,99.544,98.61
Australia,AUS,2006,0.0,1.3729398,99.154,99.544,98.61
Australia,AUS,2007,0.0,1.2241472,99.154,99.544,98.61
Australia,AUS,2008,0.0,1.2283583,99.154,99.544,98.61
Australia,AUS,2009,0.0,1.2141697,99.154,99.544,98.61
Australia,AUS,2010,0.0,1.049086,99.154,99.544,98.61
Australia,AUS,2011,0.0,1.1092706,99.154,99.544,98.61
Australia,AUS,2012,0.0,1.0691061,99.154,99.544,98.61
Australia,AUS,2013,0.0,1.0600654,98.727,99.236,98.219
Australia,AUS,2014,0.0,1.0353829,98.727,99.236,98.219
Australia,AUS,2015,0.0,0.99075425,98.727,99.236,98.219
Australia,AUS,2016,0.0,0.9381832,98.727,99.236,98.219
Australia,AUS,2017,0.0,0.84586084,98.727,99.236,98.219
Australia,AUS,2018,0.008006653,0.88473505,98.727,99.236,98.219
Australia,AUS,2019,0.0,0.887323,98.727,99.236,98.219
Australia,AUS,2020,0.0,0.86092544,98.333,99.074,97.592
Australia,AUS,2021,0.0,0.74456745,98.5,99.226,97.774
Austria,AUT,1990,0.0,1.1590459,99.917,99.996,99.837
Austria,AUT,1991,0.0,1.3280661,99.917,99.996,99.837
Austria,AUT,1992,0.0,1.2371161,99.917,99.996,99.837
Austria,AUT,1993,0.0,1.0119822,99.917,99.996,99.837
Austria,AUT,1994,0.0,1.1089597,99.917,99.996,99.837
Austria,AUT,1995,0.0,0.98146594,99.917,99.996,99.837
Austria,AUT,1996,0.0,1.2440248,99.917,99.996,99.837
Austria,AUT,1997,0.0,0.8284075,99.917,99.996,99.837
Austria,AUT,1998,0.0,0.9654129,99.917,99.996,99.837
Austria,AUT,1999,0.0,0.7508093,99.917,99.996,99.837
Austria,AUT,2000,0.0,1.0236655,99.917,99.996,99.837
Austria,AUT,2001,0.0,0.8706873,99.917,99.996,99.837
Austria,AUT,2002,0.0,0.80455583,99.917,99.996,99.837
Austria,AUT,2003,0.0,0.6157557,99.917,99.996,99.837
Austria,AUT,2004,0.0,0.72204673,99.917,99.996,99.837
Austria,AUT,2005,0.0,0.6563726,99.917,99.996,99.837
Austria,AUT,2006,0.0,0.7378053,99.917,99.996,99.837
Austria,AUT,2007,0.0,0.54251367,99.917,99.996,99.837
Austria,AUT,2008,0.0,0.6970206,99.917,99.996,99.837
Austria,AUT,2009,0.0,0.61129564,99.917,99.996,99.837
Austria,AUT,2010,0.0,0.7294182,99.917,99.996,99.837
Austria,AUT,2011,0.0,0.91762805,99.917,99.996,99.837
Austria,AUT,2012,0.0,0.96089554,99.917,99.996,99.837
Austria,AUT,2013,0.0,0.7193787,99.917,99.996,99.837
Austria,AUT,2014,0.0,0.4914542,99.917,99.996,99.837
Austria,AUT,2015,0.0,0.5091166,99.917,99.996,99.837
Austria,AUT,2016,0.0,0.6180974,99.917,99.996,99.837
Austria,AUT,2017,0.0,0.79568094,99.917,99.996,99.837
Austria,AUT,2018,0.0,0.9727943,99.917,99.996,99.837
Austria,AUT,2019,0.0,0.867123,99.917,99.996,99.837
Austria,AUT,2020,0.044904567,0.72969943,99.917,99.996,99.837
Austria,AUT,2021,0.0,0.7285295,99.917,99.996,99.837
Azerbaijan,AZE,1991,3.793976,4.7358365,98.333,99.677,96.989
Azerbaijan,AZE,1992,36.907932,7.378975,92.667,96.875,88.458
Azerbaijan,AZE,1993,15.309856,6.1756253,83.917,85.839,82.161
Azerbaijan,AZE,1994,18.882906,6.379541,83.917,85.839,82.161
Azerbaijan,AZE,1995,0.55771494,5.615179,83.917,85.839,82.161
Azerbaijan,AZE,1996,0.0,5.0320153,83.917,85.839,82.161
Azerbaijan,AZE,1997,0.3624969,3.5499728,83.917,85.839,82.161
Azerbaijan,AZE,1998,0.42282772,3.4821126,83.917,85.839,82.161
Azerbaijan,AZE,1999,0.0,2.9871197,83.917,85.839,82.161
Azerbaijan,AZE,2000,0.0,2.759349,83.917,85.839,82.161
Azerbaijan,AZE,2001,0.0,2.6322072,83.917,85.839,82.161
Azerbaijan,AZE,2002,0.0,2.532212,83.917,85.839,82.161
Azerbaijan,AZE,2007,0.0,2.1287594,83.917,85.839,82.161
Azerbaijan,AZE,2008,0.33334455,2.1334054,83.917,85.839,82.161
Azerbaijan,AZE,2010,0.0,2.2301123,83.917,85.989,82.177
Azerbaijan,AZE,2011,0.0,2.2545109,83.917,85.989,82.177
Azerbaijan,AZE,2012,0.16867714,2.129549,83.917,85.989,82.177
Azerbaijan,AZE,2013,0.0,2.2986166,81.8,83.089,80.711
Azerbaijan,AZE,2014,0.4413933,2.4225302,81.8,83.089,80.711
Azerbaijan,AZE,2015,0.6387195,2.1392045,81.8,83.089,80.711
Azerbaijan,AZE,2016,1.3632371,1.6940236,81.8,83.089,80.711
Azerbaijan,AZE,2017,0.3574418,1.8070674,83.444,85.265,81.847
Azerbaijan,AZE,2018,0.0,1.9404047,82.0,83.331,80.891
Azerbaijan,AZE,2019,0.0,1.6417869,81.889,83.152,80.848
Azerbaijan,AZE,2020,74.224945,2.236277,91.778,93.175,90.158
Azerbaijan,AZE,2021,0.29089522,1.9102119,93.111,94.136,91.864
Bahrain,BHR,1995,0.0,0.8157485,94.167,97.073,90.927
Bahrain,BHR,1996,0.0,1.2643104,94.167,97.073,90.927
Bahrain,BHR,1997,0.0,0.9193395,94.167,97.073,90.927
Bahrain,BHR,2001,0.0,1.2324429,94.167,97.073,90.927
Bahrain,BHR,2002,0.0,1.069055,94.167,97.073,90.927
Bahrain,BHR,2007,0.0,0.38441873,94.167,97.073,90.927
Bahrain,BHR,2008,0.0,0.5403733,94.167,97.073,90.927
Bahrain,BHR,2009,0.0,1.1022063,94.167,97.073,90.927
Bahrain,BHR,2010,0.0,0.1647929,94.167,97.073,90.927
Bahrain,BHR,2011,2.1450622,0.99003613,94.167,97.073,90.927
Bahrain,BHR,2012,0.0,0.7347302,94.167,97.073,90.927
Bahrain,BHR,2013,0.0,0.87185824,94.167,97.073,90.927
Bahrain,BHR,2014,0.0,0.6864284,94.167,97.073,90.927
Bahrain,BHR,2015,0.0,0.22024135,94.167,97.073,90.927
Bahrain,BHR,2016,0.0,0.28375617,94.167,97.073,90.927
Bahrain,BHR,2017,0.0,0.411852,94.167,97.073,90.927
Bahrain,BHR,2018,0.0,0.33617073,94.167,97.073,90.927
Bahrain,BHR,2019,0.0,0.26770383,91.0,95.621,86.379
Bahrain,BHR,2020,0.0,0.0,93.833,96.824,90.842
Bahrain,BHR,2021,0.0,0.068340294,91.8,95.201,88.399
Bangladesh,BGD,2000,0.057278495,2.587595,99.3,99.783,98.817
Bangladesh,BGD,2001,0.0455683,2.7933366,99.3,99.783,98.817
Bangladesh,BGD,2002,0.0,2.611454,99.3,99.783,98.817
Bangladesh,BGD,2003,0.0,2.5427973,99.3,99.783,98.817
Bangladesh,BGD,2004,0.01801286,2.8114474,99.3,99.783,98.817
Bangladesh,BGD,2005,0.04399891,2.549098,99.3,99.783,98.817
Bangladesh,BGD,2006,0.039963868,2.9208682,99.3,99.783,98.817
Bangladesh,BGD,2007,0.0006937895,2.6801088,99.3,99.783,98.817
Bangladesh,BGD,2008,0.0,2.8187065,99.3,99.783,98.817
Bangladesh,BGD,2009,0.0,2.8758037,99.3,99.783,98.817
Bangladesh,BGD,2010,0.0,2.687492,99.7,99.905,99.495
Bangladesh,BGD,2011,0.0,2.640286,99.7,99.905,99.495
Bangladesh,BGD,2012,0.0,2.7049658,99.7,99.905,99.495
Bangladesh,BGD,2013,0.019476708,2.8520393,98.625,99.8,97.45
Bangladesh,BGD,2014,0.0,2.8943079,98.625,99.8,97.45
Bangladesh,BGD,2015,0.0031679654,2.556548,98.625,99.8,97.45
Bangladesh,BGD,2016,0.045686513,2.247401,98.625,99.8,97.45
Bangladesh,BGD,2017,0.02966736,2.1935306,98.571,99.872,97.27
Bangladesh,BGD,2018,0.0,2.339875,98.571,99.872,97.27
Barbados,BRB,1990,0.0,13.134107,99.667,99.889,99.444
Barbados,BRB,1991,0.0,8.095543,99.667,99.889,99.444
Barbados,BRB,1992,0.0,8.454628,99.667,99.889,99.444
Barbados,BRB,1993,0.0,8.046116,99.667,99.889,99.444
Barbados,BRB,1994,0.0,7.6420026,99.667,99.889,99.444
Barbados,BRB,1995,0.0,6.481042,99.667,99.889,99.444
Barbados,BRB,1998,0.0,7.586059,99.667,99.889,99.444
Barbados,BRB,1999,0.0,8.706532,99.667,99.889,99.444
Barbados,BRB,2000,0.0,7.556951,99.667,99.889,99.444
Barbados,BRB,2001,0.0,9.420578,99.667,99.889,99.444
Barbados,BRB,2002,0.0,9.382447,99.667,99.889,99.444
Barbados,BRB,2003,0.0,12.336494,99.667,99.889,99.444
Barbados,BRB,2004,0.0,8.193516,99.667,99.889,99.444
Barbados,BRB,2005,0.0,10.761586,99.667,99.889,99.444
Barbados,BRB,2006,0.0,12.942567,99.667,99.889,99.444
Barbados,BRB,2007,0.0,9.210003,99.667,99.889,99.444
Barbados,BRB,2008,0.0,8.4361725,99.667,99.889,99.444
Barbados,BRB,2009,0.0,6.939587,99.667,99.889,99.444
Barbados,BRB,2010,0.0,11.284586,99.667,99.889,99.444
Barbados,BRB,2011,0.0,9.800843,99.667,99.889,99.444
Barbados,BRB,2012,0.0,7.965315,99.667,99.889,99.444
Barbados,BRB,2013,0.0,8.668485,99.667,99.889,99.444
Barbados,BRB,2014,0.0,9.009236,99.667,99.889,99.444
Barbados,BRB,2015,0.0,11.147751,99.667,99.889,99.444
Barbados,BRB,2016,0.0,7.8952374,99.667,99.889,99.444
Barbados,BRB,2017,0.0,10.745486,99.667,99.889,99.444
Barbados,BRB,2018,0.0,10.011137,99.667,99.889,99.444
Barbados,BRB,2019,0.0,17.131874,99.667,99.889,99.444
Barbados,BRB,2020,0.0,14.606706,99.667,99.889,99.444
Barbados,BRB,2021,0.0,11.379821,99.5,99.936,99.064
Belarus,BLR,1991,0.0,4.44652,89.4,99.051,79.749
Belarus,BLR,1992,0.0,5.670153,100.0,100.0,100.0
Belarus,BLR,1993,0.0,7.2134075,100.0,100.0,100.0
Belarus,BLR,1994,0.0,7.913783,100.0,100.0,100.0
Belarus,BLR,1995,0.0,9.176332,100.0,100.0,100.0
Belarus,BLR,1996,0.0,9.29434,100.0,100.0,100.0
Belarus,BLR,1997,0.0,9.816436,100.0,100.0,100.0
Belarus,BLR,1998,0.0,10.002446,100.0,100.0,100.0
Belarus,BLR,1999,0.0,9.448712,100.0,100.0,100.0
Belarus,BLR,2000,0.0,9.87668,100.0,100.0,100.0
Belarus,BLR,2001,0.0,9.498875,100.0,100.0,100.0
Belarus,BLR,2002,0.0,9.757891,100.0,100.0,100.0
Belarus,BLR,2007,0.0,6.604935,100.0,100.0,100.0
Belarus,BLR,2008,0.0,5.639659,100.0,100.0,100.0
Belarus,BLR,2009,0.0,4.9909263,100.0,100.0,100.0
Belarus,BLR,2010,0.0,4.12067,100.0,100.0,100.0
Belarus,BLR,2011,0.0,3.842595,100.0,100.0,100.0
Belarus,BLR,2012,0.0,3.5074148,100.0,100.0,100.0
Belarus,BLR,2013,0.0,3.4361296,100.0,100.0,100.0
Belarus,BLR,2014,0.0,3.5074184,100.0,100.0,100.0
Belarus,BLR,2015,0.0,3.3606138,100.0,100.0,100.0
Belarus,BLR,2016,0.0,3.1623044,100.0,100.0,100.0
Belarus,BLR,2017,0.0,2.4722195,100.0,100.0,100.0
Belarus,BLR,2018,0.0,2.3309605,100.0,100.0,100.0
Belarus,BLR,2019,0.0,2.3258288,100.0,100.0,100.0
Belgium,BEL,1990,0.0,1.0409307,99.9,99.994,99.806
Belgium,BEL,1991,0.0,1.023646,99.9,99.994,99.806
Belgium,BEL,1992,0.0,1.2075212,99.9,99.994,99.806
Belgium,BEL,1993,0.0,1.4407884,99.9,99.994,99.806
Belgium,BEL,1994,0.0,1.1917552,99.9,99.994,99.806
Belgium,BEL,1995,0.0,1.4066094,99.9,99.994,99.806
Belgium,BEL,1996,0.0,1.1853925,99.9,99.994,99.806
Belgium,BEL,1997,0.0,1.427886,99.9,99.994,99.806
Belgium,BEL,2000,0.0,2.0654027,99.9,99.994,99.806
Belgium,BEL,2001,0.0,2.7354062,99.9,99.994,99.806
Belgium,BEL,2002,0.0,3.0804682,99.9,99.994,99.806
Belgium,BEL,2021,0.0,1.0765264,99.9,99.994,99.806
Bhutan,BTN,1990,0.0,3.5813925,96.0,99.579,92.421
Bhutan,BTN,1991,0.0,2.1137552,96.0,99.579,92.421
Bhutan,BTN,1992,0.0,4.9455624,96.0,99.579,92.421
Bhutan,BTN,1993,0.0,3.6479673,96.0,99.579,92.421
Bhutan,BTN,1994,0.0,3.8368604,96.0,99.579,92.421
Bhutan,BTN,1995,0.0,3.0329683,96.0,99.579,92.421
Bhutan,BTN,1996,0.0,2.232583,96.0,99.579,92.421
Bhutan,BTN,1997,0.73143125,1.2800235,96.0,99.579,92.421
Bhutan,BTN,1998,0.0,1.9743602,96.0,99.579,92.421
Bhutan,BTN,1999,0.0,2.2767475,96.0,99.579,92.421
Bhutan,BTN,2000,0.0,3.0653586,96.0,99.579,92.421
Bhutan,BTN,2001,0.0,3.14969,96.0,99.579,92.421
Bhutan,BTN,2002,0.0,3.069229,96.0,99.579,92.421
Bhutan,BTN,2003,0.0,0.7878644,95.0,97.972,92.028
Bhutan,BTN,2004,0.0,2.3077242,95.0,97.972,92.028
Bhutan,BTN,2005,0.0,1.6583173,95.0,97.972,92.028
Bhutan,BTN,2006,0.0,1.3367802,95.0,97.972,92.028
Bhutan,BTN,2007,0.0,2.0539498,95.0,97.972,92.028
Bhutan,BTN,2008,0.0,2.6096904,95.0,97.972,92.028
Bhutan,BTN,2009,0.0,2.2933233,95.0,97.972,92.028
Bhutan,BTN,2010,0.0,2.267842,95.0,97.972,92.028
Bhutan,BTN,2011,0.0,4.485999,95.0,97.972,92.028
Bhutan,BTN,2012,0.0,4.576053,95.0,97.972,92.028
Bhutan,BTN,2013,0.0,3.2926848,95.0,97.972,92.028
Bhutan,BTN,2015,0.0,1.6144786,95.0,97.972,92.028
Bhutan,BTN,2016,0.0,1.2003818,92.167,95.674,88.659
Bhutan,BTN,2017,0.0,1.7193004,94.167,96.729,90.938
Bhutan,BTN,2018,0.0,1.1809528,93.167,96.647,89.02
Bhutan,BTN,2019,0.0,1.042401,94.5,96.784,91.549
Bhutan,BTN,2020,0.0,2.4595277,94.167,96.769,91.231
Bolivia,BOL,2015,0.0,4.896265,94.444,96.855,90.922
Bolivia,BOL,2016,0.0,5.7000723,94.444,96.855,90.922
Bolivia,BOL,2017,0.0,6.5322704,94.444,96.855,90.922
Bolivia,BOL,2018,0.0,4.945332,94.444,96.855,90.922
Bolivia,BOL,2019,0.0,4.2199774,90.488,94.335,86.318
Bolivia,BOL,2020,0.008377898,3.4935853,86.913,91.259,82.566
Bolivia,BOL,2021,0.016557012,3.4935303,92.667,95.267,90.066
Bosnia and Herzegovina,BIH,1990,0.0,1.6242758,93.6,97.595,89.605
Bosnia and Herzegovina,BIH,2000,0.0,2.3687894,91.667,99.224,84.109
Bosnia and Herzegovina,BIH,2001,0.0,1.9547397,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2002,0.0,2.1436687,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2004,0.0,1.6413782,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2007,0.0,1.6467577,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2008,0.0,1.6736863,92.417,96.785,87.215
Bosnia and Herzegovina,BIH,2009,0.0,1.8309587,92.417,96.785,87.215
Bosnia and Herzegovina,BIH,2010,0.0,1.4693967,95.333,99.398,91.269
Bosnia and Herzegovina,BIH,2011,0.0,1.362492,95.333,99.398,91.269
Bosnia and Herzegovina,BIH,2012,0.0,1.7145778,95.333,99.398,91.269
Bosnia and Herzegovina,BIH,2013,0.0,1.2715758,95.75,99.586,91.581
Bosnia and Herzegovina,BIH,2014,0.0,1.4001416,95.75,99.586,91.581
Bosnia and Herzegovina,BIH,2015,0.0,1.6173314,95.75,99.586,91.581
Bosnia and Herzegovina,BIH,2016,0.0,1.2927371,95.75,99.511,91.322
Bosnia and Herzegovina,BIH,2017,0.0,1.2209207,91.083,96.477,85.523
Bosnia and Herzegovina,BIH,2018,0.0,1.1470153,87.667,93.515,81.818
Bosnia and Herzegovina,BIH,2019,0.0,1.2497354,90.909,95.908,85.546
Bosnia and Herzegovina,BIH,2020,0.0,1.2958022,84.909,92.018,75.8
Bosnia and Herzegovina,BIH,2021,0.0,0.9783111,86.818,92.518,81.119
Botswana,BWA,2001,0.0,12.089016,98.533,99.133,97.8
Botswana,BWA,2002,0.0,14.205095,98.533,99.133,97.8
Botswana,BWA,2003,0.0,17.078451,98.533,99.133,97.8
Botswana,BWA,2004,0.0,13.931584,98.533,99.133,97.8
Botswana,BWA,2005,0.0,15.373992,98.533,99.133,97.8
Botswana,BWA,2006,0.0,13.532407,98.533,99.133,97.8
Botswana,BWA,2007,0.0,14.235042,98.533,99.133,97.8
Botswana,BWA,2008,0.0,13.998765,98.533,99.133,97.8
Botswana,BWA,2009,0.0,14.104462,98.533,99.133,97.8
Botswana,BWA,2010,0.0,14.486071,98.5,99.144,97.731
Botswana,BWA,2020,0.0,8.678912,97.429,98.779,96.078
Botswana,BWA,2021,0.0,10.546963,97.429,98.779,96.078
Brazil,BRA,1990,0.0,19.442558,90.125,94.321,85.304
Brazil,BRA,1991,0.0,18.357327,90.125,94.321,85.304
Brazil,BRA,1992,0.0,16.656002,90.125,94.321,85.304
Brazil,BRA,1993,0.018303359,17.680256,90.125,94.321,85.304
Brazil,BRA,1994,0.017393414,18.543499,90.125,94.321,85.304
Brazil,BRA,1995,0.024462538,20.793213,90.125,94.321,85.304
Brazil,BRA,1996,0.0,23.424883,90.125,94.321,85.304
Brazil,BRA,1997,0.02017245,24.0331,90.125,94.321,85.304
Brazil,BRA,1998,0.0,24.526455,90.125,94.321,85.304
Brazil,BRA,1999,0.018445263,24.73625,90.125,94.321,85.304
Brazil,BRA,2000,0.016489105,25.79976,90.125,94.321,85.304
Brazil,BRA,2001,0.041523606,26.90898,90.125,94.321,85.304
Brazil,BRA,2002,0.026596233,27.543724,90.125,94.321,85.304
Brazil,BRA,2003,0.019164506,27.960468,90.125,94.321,85.304
Brazil,BRA,2004,0.04601508,26.19828,90.125,94.321,85.304
Brazil,BRA,2005,0.018201543,25.478415,90.125,94.321,85.304
Brazil,BRA,2006,0.0,26.037931,90.125,94.321,85.304
Brazil,BRA,2007,0.0,25.018942,90.125,94.321,85.304
Brazil,BRA,2008,0.0,26.020863,90.125,94.321,85.304
Brazil,BRA,2009,0.020563697,26.455711,90.125,94.321,85.304
Brazil,BRA,2010,0.0,26.630033,90.125,94.321,85.304
Brazil,BRA,2011,0.015641928,26.355639,90.125,94.321,85.304
Brazil,BRA,2012,0.1310146,28.197144,90.125,94.321,85.304
Brazil,BRA,2013,0.0,28.179903,90.125,94.321,85.304
