Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages",Echelon
Morocco,MAR,1997,2.671814,Low
Morocco,MAR,1998,2.0005884,Low
Morocco,MAR,1999,1.9164569,Very Low
Morocco,MAR,2000,1.6144613,Very Low
Morocco,MAR,2001,1.8769381,Very Low
Morocco,MAR,2002,1.576694,Very Low
Morocco,MAR,2003,1.7194139,Very Low
Morocco,MAR,2004,1.5649388,Very Low
Morocco,MAR,2005,1.5411459,Very Low
Morocco,MAR,2006,1.6151514,Very Low
Morocco,MAR,2007,1.6553199,Very Low
Morocco,MAR,2008,1.3466102,Very Low
Morocco,MAR,2009,1.3481935,Very Low
Morocco,MAR,2010,1.3891941,Very Low
Morocco,MAR,2011,1.3402748,Very Low
Morocco,MAR,2012,1.1483511,Very Low
Morocco,MAR,2013,1.2690983,Very Low
Morocco,MAR,2014,1.0365386,Very Low
Morocco,MAR,2015,1.2427748,Very Low
Morocco,MAR,2016,1.6919576,Very Low
Morocco,MAR,2017,2.1419656,Low
Morocco,MAR,2018,1.419525,Very Low
Morocco,MAR,2019,1.7270631,Very Low
Morocco,MAR,2020,1.2483383,Very Low
Morocco,MAR,2021,1.9311379,Very Low
Mozambique,MOZ,2001,6.037084,Medium
Mozambique,MOZ,2002,5.5630007,Medium
Mozambique,MOZ,2003,5.4412537,Medium
Mozambique,MOZ,2004,5.7376685,Medium
Mozambique,MOZ,2005,5.3881245,Medium
Mozambique,MOZ,2006,4.311346,Low
Mozambique,MOZ,2007,3.9895654,Low
Mozambique,MOZ,2008,4.554699,Low
Mozambique,MOZ,2009,3.668104,Low
Mozambique,MOZ,2010,3.7921925,Low
Mozambique,MOZ,2011,3.573169,Low
Myanmar,MMR,1990,5.102301,Medium
Myanmar,MMR,1995,3.7616441,Low
Myanmar,MMR,2000,2.2859862,Low
Myanmar,MMR,2001,1.9906627,Very Low
Myanmar,MMR,2002,1.7512822,Very Low
Myanmar,MMR,2003,1.6281545,Very Low
Myanmar,MMR,2004,1.5695487,Very Low
Myanmar,MMR,2005,1.4164641,Very Low
Myanmar,MMR,2006,1.6157784,Very Low
Myanmar,MMR,2007,1.5460626,Very Low
Myanmar,MMR,2008,1.6232471,Very Low
Myanmar,MMR,2009,1.793298,Very Low
Myanmar,MMR,2010,1.6217533,Very Low
Myanmar,MMR,2011,2.118707,Low
Myanmar,MMR,2012,2.8595219,Low
Myanmar,MMR,2013,2.4443054,Low
Myanmar,MMR,2014,2.408344,Low
Myanmar,MMR,2015,2.5289435,Low
Myanmar,MMR,2016,2.5803418,Low
Myanmar,MMR,2017,2.6621614,Low
Myanmar,MMR,2018,2.7569962,Low
Myanmar,MMR,2019,2.863865,Low
Myanmar,MMR,2020,2.94067,Low
Myanmar,MMR,2021,28.437815,Very High
Namibia,NAM,1995,23.234512,Very High
Namibia,NAM,1996,21.393078,Very High
Namibia,NAM,1997,19.312065,High
Namibia,NAM,1998,23.445335,Very High
Namibia,NAM,1999,21.31276,Very High
Namibia,NAM,2000,20.88898,Very High
Namibia,NAM,2001,19.015272,High
Namibia,NAM,2002,18.321177,High
Namibia,NAM,2004,18.14989,High
Namibia,NAM,2008,17.36527,High
Namibia,NAM,2009,18.76282,High
Namibia,NAM,2010,14.957577,High
Namibia,NAM,2011,14.444222,High
Namibia,NAM,2012,17.901054,High
Namibia,NAM,2018,19.7865,High
Namibia,NAM,2019,13.038265,High
Namibia,NAM,2020,12.173084,High
Namibia,NAM,2021,12.449852,High
Nepal,NPL,1990,1.8046005,Very Low
Nepal,NPL,1997,2.4731803,Low
Nepal,NPL,1998,2.742231,Low
Nepal,NPL,1999,2.609435,Low
Nepal,NPL,2000,2.5855575,Low
Nepal,NPL,2001,3.3979707,Low
Nepal,NPL,2002,3.3869965,Low
Nepal,NPL,2003,2.9474854,Low
Nepal,NPL,2004,3.599451,Low
Nepal,NPL,2005,3.3402941,Low
Nepal,NPL,2006,2.30024,Low
Nepal,NPL,2007,3.1482027,Low
Nepal,NPL,2008,3.3182619,Low
Nepal,NPL,2009,2.9822094,Low
Nepal,NPL,2010,2.9932,Low
Nepal,NPL,2011,2.4902444,Low
Nepal,NPL,2012,2.3490074,Low
Nepal,NPL,2013,2.2131686,Low
Nepal,NPL,2014,2.0318909,Low
Nepal,NPL,2015,2.020983,Low
Nepal,NPL,2016,2.1463552,Low
Nepal,NPL,2017,2.18923,Low
Nepal,NPL,2018,2.2100058,Low
Nepal,NPL,2019,2.2856154,Low
Netherlands,NLD,1990,0.90333945,Undefined
Netherlands,NLD,1991,1.1763468,Very Low
Netherlands,NLD,1992,1.2738698,Very Low
Netherlands,NLD,1993,1.2589267,Very Low
Netherlands,NLD,1994,1.1140443,Very Low
Netherlands,NLD,1995,1.2494603,Very Low
Netherlands,NLD,1996,1.3579073,Very Low
Netherlands,NLD,1997,1.3307823,Very Low
Netherlands,NLD,1998,1.1194081,Very Low
Netherlands,NLD,1999,1.2837956,Very Low
Netherlands,NLD,2000,1.1321371,Very Low
Netherlands,NLD,2001,1.2639507,Very Low
Netherlands,NLD,2002,1.2144206,Very Low
Netherlands,NLD,2003,1.2525128,Very Low
Netherlands,NLD,2004,1.1793009,Very Low
Netherlands,NLD,2005,1.0699902,Very Low
Netherlands,NLD,2006,0.784041,Undefined
Netherlands,NLD,2007,0.8724176,Undefined
Netherlands,NLD,2008,0.9112575,Undefined
Netherlands,NLD,2009,0.93128973,Undefined
Netherlands,NLD,2010,0.8665763,Undefined
Netherlands,NLD,2011,0.85621196,Undefined
Netherlands,NLD,2012,0.86385113,Undefined
Netherlands,NLD,2013,0.7410766,Undefined
Netherlands,NLD,2014,0.725489,Undefined
Netherlands,NLD,2015,0.610289,Undefined
Netherlands,NLD,2016,0.548921,Undefined
Netherlands,NLD,2017,0.76712084,Undefined
Netherlands,NLD,2018,0.5785014,Undefined
Netherlands,NLD,2019,0.62776226,Undefined
Netherlands,NLD,2020,0.61372364,Undefined
Netherlands,NLD,2021,0.65136546,Undefined
New Zealand,NZL,1990,1.8646106,Very Low
New Zealand,NZL,1991,1.539586,Very Low
New Zealand,NZL,1992,1.8852232,Very Low
New Zealand,NZL,1993,1.1590061,Very Low
New Zealand,NZL,1994,1.5700786,Very Low
New Zealand,NZL,1995,1.0615443,Very Low
New Zealand,NZL,1996,1.2873957,Very Low
New Zealand,NZL,1997,1.5890453,Very Low
New Zealand,NZL,1998,1.2860744,Very Low
New Zealand,NZL,1999,1.173864,Very Low
New Zealand,NZL,2000,1.3488045,Very Low
New Zealand,NZL,2001,1.3111961,Very Low
New Zealand,NZL,2002,1.5195322,Very Low
New Zealand,NZL,2003,1.0945435,Very Low
New Zealand,NZL,2004,1.1025605,Very Low
New Zealand,NZL,2005,1.4760036,Very Low
New Zealand,NZL,2006,1.1722549,Very Low
New Zealand,NZL,2007,1.1370382,Very Low
New Zealand,NZL,2008,1.1971161,Very Low
New Zealand,NZL,2009,1.5570943,Very Low
New Zealand,NZL,2010,0.9893385,Undefined
New Zealand,NZL,2011,0.89015305,Undefined
New Zealand,NZL,2012,0.92964524,Undefined
New Zealand,NZL,2013,1.0335582,Very Low
New Zealand,NZL,2014,0.95255077,Undefined
New Zealand,NZL,2015,1.0456172,Very Low
New Zealand,NZL,2016,1.0711039,Very Low
New Zealand,NZL,2017,0.7374241,Undefined
New Zealand,NZL,2018,1.5500588,Very Low
New Zealand,NZL,2019,2.601313,Low
Nicaragua,NIC,1990,15.894716,High
Nicaragua,NIC,1991,16.915901,High
Nicaragua,NIC,1992,18.657509,High
Nicaragua,NIC,1993,16.833498,High
Nicaragua,NIC,1994,15.674794,High
Nicaragua,NIC,1995,14.972694,High
Nicaragua,NIC,1996,13.756154,High
Nicaragua,NIC,1997,13.86857,High
Nicaragua,NIC,1998,12.845378,High
Nicaragua,NIC,1999,11.1091795,High
Nicaragua,NIC,2000,9.291027,Medium
Nicaragua,NIC,2001,10.341313,High
Nicaragua,NIC,2002,10.534311,High
Nicaragua,NIC,2003,11.929224,High
Nicaragua,NIC,2004,11.993562,High
Nicaragua,NIC,2005,13.3646755,High
Nicaragua,NIC,2006,13.056503,High
Nicaragua,NIC,2007,12.733052,High
Nicaragua,NIC,2008,12.9401045,High
Nicaragua,NIC,2009,13.897943,High
Nicaragua,NIC,2010,13.405664,High
Nicaragua,NIC,2011,12.418905,High
Nicaragua,NIC,2012,11.159739,High
Nicaragua,NIC,2013,9.706867,Medium
Nicaragua,NIC,2014,8.45591,Medium
Nicaragua,NIC,2015,8.319312,Medium
Nicaragua,NIC,2016,7.0900507,Medium
Nicaragua,NIC,2017,6.650689,Medium
Nicaragua,NIC,2018,10.376991,High
Nicaragua,NIC,2019,7.7281795,Medium
Nicaragua,NIC,2021,11.006432,High
Niger,NER,2011,4.8081617,Low
Niger,NER,2012,4.3888946,Low
Nigeria,NGA,2016,33.604195,Very High
Nigeria,NGA,2019,21.74079,Very High
North Macedonia,MKD,1998,2.384685,Low
North Macedonia,MKD,1999,1.8776759,Very Low
North Macedonia,MKD,2000,2.3062556,Low
North Macedonia,MKD,2001,2.6785054,Low
North Macedonia,MKD,2002,2.905939,Low
North Macedonia,MKD,2003,3.3797772,Low
North Macedonia,MKD,2004,2.360451,Low
North Macedonia,MKD,2006,2.2103956,Low
North Macedonia,MKD,2007,2.0158503,Low
North Macedonia,MKD,2008,1.6776698,Very Low
North Macedonia,MKD,2009,1.6748115,Very Low
North Macedonia,MKD,2010,2.053655,Low
North Macedonia,MKD,2011,1.4305472,Very Low
North Macedonia,MKD,2012,1.3812957,Very Low
North Macedonia,MKD,2013,1.046515,Very Low
North Macedonia,MKD,2014,1.662478,Very Low
North Macedonia,MKD,2015,1.1859796,Very Low
North Macedonia,MKD,2016,0.90039027,Undefined
North Macedonia,MKD,2017,1.467818,Very Low
North Macedonia,MKD,2018,1.1828771,Very Low
North Macedonia,MKD,2019,1.1351941,Very Low
Norway,NOR,1990,1.1080631,Very Low
Norway,NOR,1991,1.1731894,Very Low
Norway,NOR,1992,1.0731223,Very Low
Norway,NOR,1993,0.8812338,Undefined
Norway,NOR,1994,0.7609403,Undefined
Norway,NOR,1995,0.96345025,Undefined
Norway,NOR,1996,0.98139685,Undefined
Norway,NOR,1997,0.8625908,Undefined
Norway,NOR,1998,0.8574635,Undefined
Norway,NOR,1999,0.73955506,Undefined
Norway,NOR,2000,1.0687563,Very Low
Norway,NOR,2001,0.81966907,Undefined
Norway,NOR,2002,1.0135647,Very Low
Norway,NOR,2004,0.7839248,Undefined
Norway,NOR,2005,0.71371585,Undefined
Norway,NOR,2006,0.7079893,Undefined
Norway,NOR,2007,0.63699996,Undefined
Norway,NOR,2008,0.71298945,Undefined
Norway,NOR,2009,0.6005136,Undefined
Norway,NOR,2010,0.59307843,Undefined
Norway,NOR,2011,2.2408123,Low
Norway,NOR,2012,0.53794974,Undefined
Norway,NOR,2013,0.90539265,Undefined
Norway,NOR,2014,0.56443036,Undefined
Norway,NOR,2015,0.462396,Undefined
Norway,NOR,2016,0.51560277,Undefined
Norway,NOR,2017,0.530565,Undefined
Norway,NOR,2018,0.47060418,Undefined
Norway,NOR,2019,0.5235329,Undefined
Norway,NOR,2020,0.5762254,Undefined
Norway,NOR,2021,0.5367368,Undefined
Oman,OMN,2002,1.1648909,Very Low
Oman,OMN,2003,1.4393815,Very Low
Oman,OMN,2004,1.7011935,Very Low
Oman,OMN,2005,2.107195,Low
Oman,OMN,2006,4.7253637,Low
Oman,OMN,2007,1.4199636,Very Low
Oman,OMN,2008,1.7728968,Very Low
Oman,OMN,2009,1.3716216,Very Low
Oman,OMN,2010,1.6655595,Very Low
Oman,OMN,2011,1.0602238,Very Low
Oman,OMN,2012,1.1030726,Very Low
Oman,OMN,2013,2.5414758,Low
Oman,OMN,2014,0.29930654,Undefined
Oman,OMN,2015,0.38169974,Undefined
Oman,OMN,2016,0.36379594,Undefined
Oman,OMN,2017,0.3742965,Undefined
Oman,OMN,2018,0.28253767,Undefined
Oman,OMN,2019,0.49969932,Undefined
Oman,OMN,2020,0.30813938,Undefined
Oman,OMN,2021,0.24333748,Undefined
Pakistan,PAK,1990,7.112651,Medium
Pakistan,PAK,1996,6.603281,Medium
Pakistan,PAK,1997,6.583162,Medium
Pakistan,PAK,1998,7.043081,Medium
Pakistan,PAK,1999,6.2340317,Medium
Pakistan,PAK,2000,5.7692585,Medium
Pakistan,PAK,2001,6.025083,Medium
Pakistan,PAK,2002,5.7980137,Medium
Pakistan,PAK,2003,5.600543,Medium
Pakistan,PAK,2004,5.633799,Medium
Pakistan,PAK,2005,5.6098423,Medium
Pakistan,PAK,2006,5.6427255,Medium
Pakistan,PAK,2007,5.8024063,Medium
Pakistan,PAK,2008,6.485706,Medium
Pakistan,PAK,2009,6.5699496,Medium
Pakistan,PAK,2010,6.7830777,Medium
Pakistan,PAK,2011,6.978756,Medium
Pakistan,PAK,2012,6.847477,Medium
Pakistan,PAK,2013,6.78736,Medium
Pakistan,PAK,2014,6.37498,Medium
Pakistan,PAK,2015,4.496389,Low
Pakistan,PAK,2016,3.9882948,Low
Pakistan,PAK,2017,3.8058107,Low
Pakistan,PAK,2018,3.7504869,Low
Pakistan,PAK,2019,3.6512518,Low
Pakistan,PAK,2020,3.7368493,Low
Pakistan,PAK,2021,3.9787881,Low
Panama,PAN,1990,11.34709,High
Panama,PAN,1991,11.750395,High
Panama,PAN,1992,12.175157,High
Panama,PAN,1993,11.812083,High
Panama,PAN,1994,12.13654,High
Panama,PAN,1995,13.880364,High
Panama,PAN,1996,8.947883,Medium
Panama,PAN,1997,11.138647,High
Panama,PAN,1998,9.739439,Medium
Panama,PAN,1999,9.683601,Medium
Panama,PAN,2000,9.960917,Medium
Panama,PAN,2001,9.9966545,Medium
Panama,PAN,2002,12.047458,High
Panama,PAN,2003,10.592128,High
Panama,PAN,2004,9.496469,Medium
Panama,PAN,2005,11.010724,High
Panama,PAN,2006,6.560641,Medium
Panama,PAN,2007,8.130285,Medium
Panama,PAN,2008,14.10475,High
Panama,PAN,2009,15.7894335,High
Panama,PAN,2010,12.694496,High
Panama,PAN,2011,14.883397,High
Panama,PAN,2012,16.964672,High
Panama,PAN,2013,17.348953,High
Panama,PAN,2014,15.531814,High
Panama,PAN,2015,11.90266,High
Panama,PAN,2016,10.058772,High
Panama,PAN,2017,9.228374,Medium
Panama,PAN,2018,9.627263,Medium
Panama,PAN,2019,11.34073,High
Panama,PAN,2020,11.64308,High
Panama,PAN,2021,12.639997,High
Papua New Guinea,PNG,1998,9.768763,Medium
Papua New Guinea,PNG,1999,8.45644,Medium
Papua New Guinea,PNG,2000,8.44181,Medium
Papua New Guinea,PNG,2001,7.651151,Medium
Papua New Guinea,PNG,2002,7.976111,Medium
Papua New Guinea,PNG,2003,9.998391,Medium
Papua New Guinea,PNG,2005,9.27861,Medium
Papua New Guinea,PNG,2006,9.093325,Medium
Papua New Guinea,PNG,2007,7.513293,Medium
Papua New Guinea,PNG,2008,8.44776,Medium
Papua New Guinea,PNG,2009,9.471538,Medium
Papua New Guinea,PNG,2010,9.402278,Medium
Paraguay,PRY,2000,19.41911,High
Paraguay,PRY,2001,25.213272,Very High
Paraguay,PRY,2002,25.952837,Very High
Paraguay,PRY,2003,24.004091,Very High
Paraguay,PRY,2004,22.321415,Very High
Paraguay,PRY,2005,16.195358,High
Paraguay,PRY,2006,13.406388,High
Paraguay,PRY,2007,14.006794,High
Paraguay,PRY,2008,14.756035,High
Paraguay,PRY,2009,14.397006,High
Paraguay,PRY,2010,12.845377,High
Paraguay,PRY,2011,11.242418,High
Paraguay,PRY,2012,10.95669,High
Paraguay,PRY,2013,10.057193,High
Paraguay,PRY,2014,9.489845,Medium
Paraguay,PRY,2015,9.987132,Medium
Paraguay,PRY,2016,10.675619,High
Paraguay,PRY,2017,8.512441,Medium
Paraguay,PRY,2018,7.713405,Medium
Paraguay,PRY,2019,8.483886,Medium
Paraguay,PRY,2020,7.2672935,Medium
Paraguay,PRY,2021,7.8313804,Medium
Peru,PER,2011,5.4854984,Medium
Peru,PER,2012,6.615217,Medium
Peru,PER,2013,6.701331,Medium
Peru,PER,2014,6.8393073,Medium
Peru,PER,2015,7.316391,Medium
Peru,PER,2016,7.8213387,Medium
Peru,PER,2017,7.868887,Medium
Peru,PER,2018,7.613974,Medium
Peru,PER,2019,7.2658343,Medium
Peru,PER,2020,5.7138987,Medium
Philippines,PHL,1990,15.076618,High
Philippines,PHL,1991,13.81192,High
Philippines,PHL,1992,12.848694,High
Philippines,PHL,1993,11.739725,High
Philippines,PHL,1994,9.528416,Medium
Philippines,PHL,1998,7.9377737,Medium
Philippines,PHL,1999,7.479436,Medium
Philippines,PHL,2000,7.3565044,Medium
Philippines,PHL,2001,7.3493505,Medium
Philippines,PHL,2002,8.061701,Medium
Philippines,PHL,2007,6.6568875,Medium
Philippines,PHL,2008,6.3779197,Medium
Philippines,PHL,2009,9.77762,Medium
Philippines,PHL,2010,9.134934,Medium
Philippines,PHL,2011,8.811692,Medium
Philippines,PHL,2012,8.654289,Medium
Philippines,PHL,2016,10.636445,High
Philippines,PHL,2017,7.746033,Medium
Philippines,PHL,2018,5.204993,Medium
Philippines,PHL,2019,4.315968,Low
Poland,POL,1990,1.7838259,Very Low
Poland,POL,1991,2.2244124,Low
Poland,POL,1992,2.2403896,Low
Poland,POL,1993,2.3617344,Low
Poland,POL,1994,2.389548,Low
Poland,POL,1995,2.2212398,Low
Poland,POL,1996,2.273354,Low
Poland,POL,1997,2.1017745,Low
Poland,POL,1998,1.977593,Very Low
Poland,POL,1999,1.9319537,Very Low
Poland,POL,2000,2.2205236,Low
Poland,POL,2001,2.0070941,Low
Poland,POL,2002,1.8526436,Very Low
Poland,POL,2008,0.8462503,Undefined
Poland,POL,2009,1.0037534,Very Low
Poland,POL,2010,0.9948869,Undefined
Poland,POL,2011,1.0926741,Very Low
Poland,POL,2012,1.0588757,Very Low
Poland,POL,2013,0.79000497,Undefined
Poland,POL,2014,0.74387264,Undefined
Poland,POL,2015,0.772959,Undefined
Poland,POL,2016,0.6747619,Undefined
Poland,POL,2017,0.74481976,Undefined
Poland,POL,2018,0.70869595,Undefined
Poland,POL,2019,0.6572521,Undefined
Poland,POL,2020,0.692197,Undefined
Poland,POL,2021,0.71265,Undefined
Portugal,PRT,1990,1.5475528,Very Low
Portugal,PRT,1991,1.5226,Very Low
Portugal,PRT,1992,1.4297107,Very Low
Portugal,PRT,1993,1.399619,Very Low
Portugal,PRT,1994,1.4274157,Very Low
Portugal,PRT,1995,1.0844424,Very Low
Portugal,PRT,1996,1.0507903,Very Low
Portugal,PRT,1997,1.1253092,Very Low
Portugal,PRT,1998,1.2279683,Very Low
Portugal,PRT,1999,1.0651429,Very Low
Portugal,PRT,2000,1.1261452,Very Low
Portugal,PRT,2001,1.0123585,Very Low
Portugal,PRT,2002,1.1408397,Very Low
Portugal,PRT,2005,1.2828658,Very Low
Portugal,PRT,2010,1.1710927,Very Low
Portugal,PRT,2011,1.0790523,Very Low
Portugal,PRT,2012,1.1594659,Very Low
Portugal,PRT,2013,1.3760765,Very Low
Portugal,PRT,2014,0.88390386,Undefined
Portugal,PRT,2015,0.9647448,Undefined
Portugal,PRT,2016,0.63874555,Undefined
Portugal,PRT,2017,0.7373251,Undefined
Portugal,PRT,2018,0.78718466,Undefined
Portugal,PRT,2019,0.70943195,Undefined
Portugal,PRT,2020,0.7865459,Undefined
Portugal,PRT,2021,0.7968822,Undefined
Qatar,QAT,1990,0.9056443,Undefined
Qatar,QAT,1991,0.87626004,Undefined
Qatar,QAT,1992,1.2730948,Very Low
Qatar,QAT,1993,0.8229767,Undefined
Qatar,QAT,1994,0.99863684,Undefined
Qatar,QAT,1998,0.34423557,Undefined
Qatar,QAT,1999,0.4891554,Undefined
Qatar,QAT,2000,0.15481386,Undefined
Qatar,QAT,2001,0.73656034,Undefined
Qatar,QAT,2004,0.6427202,Undefined
Qatar,QAT,2005,0.70695525,Undefined
Qatar,QAT,2006,0.49258173,Undefined
Qatar,QAT,2007,0.73058265,Undefined
Qatar,QAT,2008,0.83086526,Undefined
Qatar,QAT,2009,0.4968097,Undefined
Qatar,QAT,2010,0.23343985,Undefined
Qatar,QAT,2011,0.22170842,Undefined
Qatar,QAT,2012,0.3673268,Undefined
Qatar,QAT,2013,0.4421517,Undefined
Qatar,QAT,2014,0.4064188,Undefined
Qatar,QAT,2015,0.2484912,Undefined
Qatar,QAT,2016,0.46239817,Undefined
Qatar,QAT,2017,0.44251794,Undefined
Qatar,QAT,2018,0.36143726,Undefined
Qatar,QAT,2019,0.39184463,Undefined
Qatar,QAT,2020,0.43472198,Undefined
Qatar,QAT,2021,0.33479217,Undefined
Romania,ROU,1990,3.4856887,Low
Romania,ROU,1991,3.6160693,Low
Romania,ROU,1992,3.6796691,Low
Romania,ROU,1993,3.2436016,Low
Romania,ROU,1994,3.4286559,Low
Romania,ROU,1995,3.363935,Low
Romania,ROU,1996,3.2206452,Low
Romania,ROU,1997,3.1090825,Low
Romania,ROU,1998,2.5314465,Low
Romania,ROU,1999,2.5681736,Low
Romania,ROU,2000,2.5365107,Low
Romania,ROU,2001,3.2067766,Low
Romania,ROU,2002,3.0295289,Low
Romania,ROU,2003,3.2400243,Low
Romania,ROU,2004,2.2875357,Low
Romania,ROU,2005,2.0528853,Low
Romania,ROU,2006,1.707366,Very Low
Romania,ROU,2007,1.8270141,Very Low
Romania,ROU,2008,1.4661968,Very Low
Romania,ROU,2009,1.2606078,Very Low
Romania,ROU,2010,1.3080759,Very Low
Romania,ROU,2011,1.0138334,Very Low
Romania,ROU,2012,1.0527822,Very Low
Romania,ROU,2013,1.0863853,Very Low
Romania,ROU,2014,1.6253384,Very Low
Romania,ROU,2015,1.7029973,Very Low
Romania,ROU,2016,1.5456247,Very Low
Romania,ROU,2017,1.2944916,Very Low
Romania,ROU,2018,1.275069,Very Low
Romania,ROU,2019,1.2497303,Very Low
Romania,ROU,2020,1.4453217,Very Low
Romania,ROU,2021,1.2623806,Very Low
Russia,RUS,1990,14.286612,High
Russia,RUS,1991,15.237573,High
Russia,RUS,1992,22.801723,Very High
Russia,RUS,1993,30.262476,Very High
Russia,RUS,1994,32.164406,Very High
Russia,RUS,1995,30.464308,Very High
Russia,RUS,1996,26.36585,Very High
Russia,RUS,1997,23.654865,Very High
Russia,RUS,1998,22.72119,Very High
Russia,RUS,1999,25.944033,Very High
Russia,RUS,2000,27.981916,Very High
Russia,RUS,2001,29.350595,Very High
Russia,RUS,2002,30.394917,Very High
Russia,RUS,2003,28.813345,Very High
Russia,RUS,2004,27.194326,Very High
Russia,RUS,2005,24.781633,Very High
Russia,RUS,2006,20.122972,Very High
Russia,RUS,2007,17.73156,High
Russia,RUS,2008,12.711187,High
Russia,RUS,2009,12.334836,High
Russia,RUS,2010,11.651562,High
Russia,RUS,2011,11.282427,High
Russia,RUS,2012,11.311754,High
Russia,RUS,2013,11.137363,High
Russia,RUS,2014,11.446784,High
Russia,RUS,2015,11.506314,High
Russia,RUS,2016,10.93246,High
Russia,RUS,2017,9.139064,Medium
Russia,RUS,2018,8.214083,Medium
Russia,RUS,2019,7.68617,Medium
Russia,RUS,2020,7.3459663,Medium
Russia,RUS,2021,6.7993197,Medium
Rwanda,RWA,2006,3.4411838,Low
Rwanda,RWA,2007,2.8141894,Low
Rwanda,RWA,2008,1.4720922,Very Low
Rwanda,RWA,2010,2.8227677,Low
Rwanda,RWA,2012,2.3615508,Low
Rwanda,RWA,2013,3.2338412,Low
Rwanda,RWA,2014,3.7648048,Low
Rwanda,RWA,2015,2.5165424,Low
Rwanda,RWA,2016,3.2855864,Low
Rwanda,RWA,2017,3.8429024,Low
Rwanda,RWA,2018,2.274213,Low
Rwanda,RWA,2019,3.1476364,Low
Rwanda,RWA,2020,3.590347,Low
Sao Tome and Principe,STP,1990,6.6476655,Medium
Sao Tome and Principe,STP,1991,5.687173,Medium
Sao Tome and Principe,STP,1992,9.55049,Medium
Sao Tome and Principe,STP,1993,6.241126,Medium
Sao Tome and Principe,STP,1994,6.1224804,Medium
Sao Tome and Principe,STP,2006,2.4136443,Low
Sao Tome and Principe,STP,2007,2.3550954,Low
Sao Tome and Principe,STP,2008,8.045815,Medium
Sao Tome and Principe,STP,2009,2.8069704,Low
Sao Tome and Principe,STP,2010,3.2941964,Low
Sao Tome and Principe,STP,2011,3.225035,Low
Saudi Arabia,SAU,1999,0.8757876,Undefined
Saudi Arabia,SAU,2000,0.8028815,Undefined
Saudi Arabia,SAU,2001,1.0368593,Very Low
Saudi Arabia,SAU,2002,1.2597568,Very Low
Saudi Arabia,SAU,2003,1.079874,Very Low
Saudi Arabia,SAU,2004,1.2720921,Very Low
Saudi Arabia,SAU,2005,1.2173307,Very Low
Saudi Arabia,SAU,2006,1.0046146,Very Low
Saudi Arabia,SAU,2007,1.0037853,Very Low
Saudi Arabia,SAU,2018,0.6396686,Undefined
Saudi Arabia,SAU,2019,0.7954814,Undefined
Serbia,SRB,2000,2.873338,Low
Serbia,SRB,2001,3.069037,Low
Serbia,SRB,2002,2.5302784,Low
Serbia,SRB,2003,2.2313893,Low
Serbia,SRB,2004,2.0856133,Low
Serbia,SRB,2005,1.8771683,Very Low
Serbia,SRB,2006,2.0013363,Low
Serbia,SRB,2007,2.2041268,Low
Serbia,SRB,2008,1.8128154,Very Low
Serbia,SRB,2009,2.0031128,Low
Serbia,SRB,2010,1.7246451,Very Low
Serbia,SRB,2011,1.6927093,Very Low
Serbia,SRB,2012,1.4490178,Very Low
Serbia,SRB,2013,1.8370023,Very Low
Serbia,SRB,2014,1.5641652,Very Low
Serbia,SRB,2015,1.3298764,Very Low
Serbia,SRB,2016,1.5480521,Very Low
Serbia,SRB,2017,1.1520613,Very Low
Serbia,SRB,2018,1.4124639,Very Low
Serbia,SRB,2019,1.1890196,Very Low
Serbia,SRB,2020,1.1416138,Very Low
Serbia,SRB,2021,1.0552616,Very Low
Seychelles,SYC,2004,11.804355,High
Seychelles,SYC,2006,10.333781,High
Seychelles,SYC,2007,9.057509,Medium
Seychelles,SYC,2008,6.693142,Medium
Seychelles,SYC,2009,15.379545,High
Seychelles,SYC,2010,9.739364,Medium
Seychelles,SYC,2011,17.05266,High
Seychelles,SYC,2012,4.1968756,Low
Seychelles,SYC,2013,18.611576,High
Seychelles,SYC,2014,16.326365,High
Seychelles,SYC,2015,7.0536075,Medium
Seychelles,SYC,2016,11.939289,High
Seychelles,SYC,2017,6.875519,Medium
Seychelles,SYC,2018,8.729304,Medium
Seychelles,SYC,2019,9.581068,Medium
Seychelles,SYC,2020,8.52838,Medium
Seychelles,SYC,2021,4.6961365,Low
Sierra Leone,SLE,2004,2.024098,Low
Sierra Leone,SLE,2005,1.7419353,Very Low
Sierra Leone,SLE,2006,1.7384497,Very Low
Sierra Leone,SLE,2007,2.25621,Low
Sierra Leone,SLE,2008,3.0209196,Low
Sierra Leone,SLE,2009,2.5240252,Low
Sierra Leone,SLE,2010,2.5323544,Low
Sierra Leone,SLE,2011,2.8280268,Low
Sierra Leone,SLE,2012,1.6645583,Very Low
Sierra Leone,SLE,2015,1.6951996,Very Low
Sierra Leone,SLE,2020,2.1374865,Low
Singapore,SGP,1990,1.5551538,Very Low
Singapore,SGP,1991,1.6342906,Very Low
Singapore,SGP,1992,1.3319988,Very Low
Singapore,SGP,1993,1.7395837,Very Low
Singapore,SGP,1994,1.4249929,Very Low
Singapore,SGP,1995,1.5237558,Very Low
Singapore,SGP,1996,0.9036386,Undefined
Singapore,SGP,1997,1.0104637,Very Low
Singapore,SGP,1998,1.0345829,Very Low
Singapore,SGP,1999,0.9832392,Undefined
Singapore,SGP,2000,1.011446,Very Low
Singapore,SGP,2001,0.77644694,Undefined
Singapore,SGP,2002,0.742196,Undefined
